keyword,name,title,date,url
2개월 교육과정,이천시청,교육운영안내 | 교육프로그램 | 여성회관 | 이천시청 홈페이지,2024. 5. 25.,https://www.icheon.go.kr/welfare/contents.do?mid=0402000000
2개월 교육과정,swing4u.co.kr,초등영어과정,2024. 4. 5.,https://swing4u.co.kr/m_d03.htm
2개월 교육과정,정책브리핑,어서와~ 청년구직자! 일학습병행은 처음이지?,2024. 3. 14.,https://www2.korea.kr/news/customizedNewsView.do?newsId=148926975
2개월 교육과정,rekor.or.kr,신입우리궁궐지킴이 - (사)한국의재발견,2024. 4. 16.,http://www.rekor.or.kr/74
2개월 교육과정,한양대학교 공자아카데미,원어민 중국어 회화,2024. 1. 25.,https://kongzi.hanyang.ac.kr/front/ko/edu-program/lec-introduction/chinese-conversation
2개월 교육과정,한국정보보호산업협회,교육 사업 / - S-개발자,2024. 3. 26.,https://www.kisia.or.kr/talent_support/education_business/
2개월 교육과정,이천무인항공교육센터,드론교육과정,2024. 1. 20.,http://www.2000uaec.co.kr/edu/edu_info.html
2개월 교육과정,고용노동부,2. 취업사례 모집 결과,2024. 5. 23.,http://www.moel.go.kr/local/seoulseobu/common/downloadFile.do;jsessionid=iqwYu7nQifyr06dZJvNV2xrhFNBBHX6uAQesF4QfIJL4WGBWM1ilF6ikPgohl6xj.moel_was_outside_servlet_wwwlocal?file_seq=21171348430&bbs_seq=56042&bbs_id=LOCAL1
2개월 교육과정,서울대학교 컴퓨터공학부,[서강대학교] 2025 University of Toronto AI 융합 교육 ...,2024. 6. 12.,https://cse.snu.ac.kr/community/notice/23075
2개월 교육과정,웰로,"제주, 설문대여성문화센터 4월 교육과정 수강생 모집합니다!",2024. 3. 12.,https://www.welfarehello.com/community/hometownNews/88967a39-d37d-4f26-a68f-6c4e1a34e680
2개월 교육과정,고용노동부,2. 취업사례 모집 결과,2024. 5. 23.,http://www.moel.go.kr/local/seoulseobu/common/downloadFile.do;jsessionid=iqwYu7nQifyr06dZJvNV2xrhFNBBHX6uAQesF4QfIJL4WGBWM1ilF6ikPgohl6xj.moel_was_outside_servlet_wwwlocal?file_seq=21171348430&bbs_seq=56042&bbs_id=LOCAL1
2개월 교육과정,서울대학교 컴퓨터공학부,[서강대학교] 2025 University of Toronto AI 융합 교육 ...,2024. 6. 12.,https://cse.snu.ac.kr/community/notice/23075
2개월 교육과정,웰로,"제주, 설문대여성문화센터 4월 교육과정 수강생 모집합니다!",2024. 3. 12.,https://www.welfarehello.com/community/hometownNews/88967a39-d37d-4f26-a68f-6c4e1a34e680
2개월 교육과정,국립특수교육원,"2020년 문을 연 특수학교, 한번 보실래요?",2024. 5. 5.,https://www.nise.go.kr/field/page/vol04/03.jsp
2개월 교육과정,유물창고 예담고,접수마감 충청 2024 GO GO! 발굴조사 현장을 찾아서! 교육 ...,2024. 6. 5.,https://www.yedamgo.kr/educational/educationalV.do?edueveUid=13936596898203262713
2개월 교육과정,HRD4U,2024년 일학습병행 공동훈련센터(고교단계 제외) 성과평가 ...,2024. 2. 15.,https://www.hrd4u.or.kr/portal/cmm/fms/FileDown.do?atchFileId=FILE_000000000569190&fileSn=2&bbsId=
2개월 교육과정,한국SMC,교육,2024. 7. 23.,https://www.smckorea.co.kr/homepage/ver3.5/customer/%EA%B3%B5%EC%95%95%EA%B8%B0%EC%88%A0%EA%B5%90%EC%9C%A1%EC%95%88%EB%82%B4_2024.pdf
2개월 교육과정,전북특별자치도교육청,2024학년도 전북특별자치도 특수교육 교육과정,2024. 2. 8.,https://www.jbe.go.kr/board/download.jbe?boardId=BBS_0000004&menuCd=DOM_000000710006000000&paging=ok&startPage=1&searchOperation=AND&categoryCode1=A19&dataSid=594922&fileSid=559327
2개월 교육과정,www.kicte.or.kr,국가기간전략훈련 > BIM전문 인력양성 | 건설기술교육원,2024. 3. 15.,https://www.kicte.or.kr/portal/common/02/03/00672024043/courseViewAction.do
2개월 교육과정,카이스트 교육원,비학위연수과정,2024. 1. 18.,https://academy.kaist.ac.kr/view/subpage/view.do?idx=9
2개월 교육과정,중앙호스피스센터,2024년 호스피스·완화의료 표준교육과정II(실무교육) 일정 안내,2024. 1. 24.,https://hospice.go.kr:8444/index.html?menuno=36&bbsno=587&boardno=8&ztag=rO0ABXQANzxjYWxsIHR5cGU9ImJvYXJkIiBubz0iOCIgc2tpbj0iaG9zcGljZV9ub3JtYWwiPjwvY2FsbD4%3D&siteno=1&act=view
2개월 교육과정,sucspeech.co.kr,2024년 9월 석세스스피치 전체교육프로그램안내 : 공지사항,2024. 6. 29.,https://sucspeech.co.kr/notice/?bmode=view&idx=31567331
2개월 교육과정,보육교사 교육원,보육교사 교육원,2024. 4. 5.,https://boyuk.eseoul.go.kr/
2개월 교육과정,인하대학교,"[학부,대학원생 대상] 2024년도 법정의무교육(폭력예방 ...",2024. 3. 8.,https://www.inha.ac.kr/bbs/kr/8/36930/artclView.do
2개월 교육과정,경기 보육교사 교육원,보육교사 양성과정,2024. 7. 28.,https://www.kkttc.or.kr/m/page/inf20.php
2개월 교육과정,파주교육지원청,전입학/조기유학안내 < 학부모마당,2024. 6. 27.,https://bic-e.goepj.kr/bic-e/cm/cntnts/cntntsView.do?mi=9137&cntntsId=3052
2개월 교육과정,시립문래청소년센터,교육과정 - 유아스포츠단,2024. 1. 24.,https://www.mullaeyouth.or.kr/bbs/content.php?co_id=childSports&pg=02
2개월 교육과정,hongik,[교육] [천재교육]채용전환형 에듀테크 PM ... - 취업진로지원센터,2024. 3. 28.,https://oia.hongik.ac.kr/career/boardview/12/2998
2개월 교육과정,스마트에프엔,"전남도교육청, 5개 '글로컬 미래교실' 2개월 연장 운영",2024. 6. 18.,https://www.smartfn.co.kr/article/view/sfn202406180071
2개월 교육과정,learningmen.com,내일배움카드 잔액0원. 추가지원으로 받을 수 있는 교육 ... - 러닝맨,2024. 6. 24.,https://www.learningmen.com/article/detail/ask?num=5524
2개월 교육과정,멋쟁이사자처럼,데이터 분석 스쿨 2기,2024. 2. 13.,https://likelion.net/school/kdt-dataanalysis-3rd
2개월 교육과정,경북중장비직업전문학교,국비지원교육 - (주)경북중장비직업전문학교,2024. 3. 1.,http://www.kbpeople.co.kr/education2
2개월 교육과정,모블교육센터,모블소식,2024. 2. 26.,http://moble.kr/sub/sub04_03.php?boardid=review&mode=view&idx=35
2개월 교육과정,이지캠퍼스,병원동행 전문가 과정,2024. 7. 10.,https://mdescort.ezcampus.me/course/100
2개월 교육과정,울산광역시교육청,2024학년도 방과후학교 연간운영계획 ...,2024. 3. 11.,https://use.go.kr/component/file/ND_fileDownload.do?q_fileSn=768788&q_fileId=c1dc6b04-a6ce-4a8f-80a8-444b13f3ee8c
2개월 교육과정,마이에듀 내일배움카드,기술자격,2024. 4. 16.,https://nebeca.co.kr/course/default.asp?cate_sort=2
2개월 교육과정,링커리어,서울형 뉴딜 일자리 연계 개발자 교육 과정 | 공모전 대외활동,2024. 5. 28.,https://linkareer.com/activity/182965
2개월 교육과정,한국반도체산업협회,교육과정 이수 - 차세대반도체 불량분석 및 품질관리 전문인력양성,2024. 5. 18.,http://semiq-hrd.ksia.or.kr/ct/crclFinish.do
2개월 교육과정,한국환경공단,한국환경공단 인재개발원 [교육일정],2024. 2. 21.,https://www.keco.or.kr/hrd/home/kor/education/schedule/view.do?menuPos=1&idx=381&searchValue1=2024&searchValue2=13&searchKeyword=
2개월 교육과정,자립정보ON,자립준비청년 디지털 취업연계 직무교육,2024. 7. 4.,https://jaripon.ncrc.or.kr/home/kor/support/projectMng/edit.do?menuPos=1&idx=777
2개월 교육과정,대학저널,“6개월 교육받고 '직업상담사 1급' 자격 취득”,2024. 6. 27.,https://m.dhnews.co.kr/news/view/1065572549822562
2개월 교육과정,춘천직업전문학교,매월 최대61만6천원 지원 + 훈련기간 : 미정 ~ (1~2개월,2024. 7. 2.,http://www.joball.kr/course/cri_view.do?idx=730
2개월 교육과정,국립외교원,국민외교아카데미 - 미래지도자 과정 참가자 모집,2024. 4. 8.,https://www.knda.go.kr/academy/academy/news/notice/selectBbsNoticeDetail.do?nttId=13183
2개월 교육과정,영진전문대학교 응급구조교육센터,1급응급구조사 특별과정,2024. 6. 22.,https://yeungjinemt.yju.ac.kr/sub08/sub_02.html
2개월 교육과정,한국폴리텍대학,여성재취업과정(3개월) > 모집요강 > 입학안내 | 동부산캠퍼스,2024. 7. 19.,https://www.kopo.ac.kr/dongbusan/content.do?menu=8431
2개월 교육과정,김포시청,직업교육훈련 - 김포시통합일자리정보,2024. 3. 15.,https://car.gimpo.go.kr/gimpojob/selectTnJobCenterLctreListU.do?key=9557&sc2=30
2개월 교육과정,캠퍼트리 호텔,[마이에듀교사자람]보육교직원온라인보수교육6월개강반 ...,2024. 4. 27.,https://camphortree.co.kr/m/bbs/board.php?bo_table=4_1_1_1&wr_id=527
2개월 교육과정,사교육걱정없는세상,"[출범보도] 7/1(월),' 초등의대반 방지법' 제정을 위한 국민운동 ...",2024. 7. 1.,https://noworry.kr/policyarchive/?bmode=view&idx=32602911
2개월 교육과정,mohw.go.kr,2024년도 하반기 간호조무사 기존교육훈련기관 지정‧평가 시행 ...,2024. 5. 28.,https://www.mohw.go.kr/boardDownload.es?bid=0003&list_no=1481687&seq=1
2개월 교육과정,우리인재개발원,전산세무2급 교육과정,2024. 1. 18.,http://www.wooriac.co.kr/front/lecture/?idx=155
2개월 교육과정,kici.or.kr,키즈 팟 Archives - Page 2 of 10 - 사단법인 한국영아발달조기 ...,2024. 7. 11.,https://kici.or.kr/category/%ED%82%A4%EC%A6%88-%ED%8C%9F/page/2/
2개월 교육과정,메디치교육센터,(가산반) 비즈니스 인사이트 도출을 위한 데이터분석 과정(2 ...,2024. 2. 26.,https://www.medici-edu.co.kr/board/course-review/gasanban-bijeuniseu-insaiteu-doculeul-wihan-deiteobunseog-gwajeong-2gi-gangjinyeong-suganghugi
2개월 교육과정,동방디자인학원,"건축/인테리어 전공심화 교육과정 - 제도설계, 투시도, 컬러 ...",2024. 1. 18.,https://www.dbad.co.kr/html/curriculum8.html
2개월 교육과정,한겨레,"초1·2 체육, '즐거운생활'서 분리된다…국가교육위 통과",2024. 4. 26.,https://www.hani.co.kr/arti/society/schooling/1138349.html
2개월 교육과정,총회교육개발원,2024년 4과정 2학기 유년부 하나 바이블 교육과정 및 교재 ...,2024. 6. 18.,https://www.xn--9d0bp30cjhe9zk.com/main/bbs/board.php?bo_table=webzine&wr_id=59
2개월 교육과정,양천구 평생학습포털,4차 산업혁명 - < 평생학습포털 - 양천구청,2024. 3. 4.,https://lifestudy.yangcheon.go.kr/lifeStudy/main/contents.do?menuNo=200029
2개월 교육과정,인천연구원,이주민 자녀를 위한 한국어(KSL) 교육과정 운영 방안 연구,강신희 저술,https://www.ii.re.kr/storage/journal/2024/06/30/JOURNAL_ATTACH_1719714525727.pdf
2개월 교육과정,계명대학교,BLUE BOOK - 국어교육과 생활안내서,2024. 3. 23.,https://newcms.kmu.ac.kr/sites/koreaneducation/contents/images/2024/03/20240325_114347612_96539.pdf
2개월 교육과정,경남컴퓨터학원,"08월 노동부 내일배움카드(구직자,근로자) 개강안내 입니다.",2024. 7. 15.,https://www.knca.co.kr/%EA%B3%B5%EC%A7%80%EC%82%AC%ED%95%AD/12438662
2개월 교육과정,이화여자대학교 컴퓨터공학전공,[과기부 지원사업] 데이터를 활용한 산업분야 생성형 AI 교육 ...,2024. 5. 8.,https://cse.ewha.ac.kr/cse/student/job.do?mode=view&articleNo=715891&title=%5B%EA%B3%BC%EA%B8%B0%EB%B6%80+%EC%A7%80%EC%9B%90%EC%82%AC%EC%97%85%5D+%EB%8D%B0%EC%9D%B4%ED%84%B0%EB%A5%BC+%ED%99%9C%EC%9A%A9%ED%95%9C+%EC%82%B0%EC%97%85%EB%B6%84%EC%95%BC+%EC%83%9D%EC%84%B1%ED%98%95+AI+%EA%B5%90%EC%9C%A1%EA%B3%BC%EC%A0%95
2개월 교육과정,천안시육아종합지원센터,영아 (0~12개월 ),2024. 6. 4.,https://www.ceic.or.kr/home/sub.php?menukey=305
2개월 교육과정,부산가톨릭대학교 | 평생교육원,교육과정 | 힐링·회복 전문가 과정,2024. 2. 5.,https://edu.cup.ac.kr/organ/edu/front/conts/102001000000000.do
2개월 교육과정,lxzinacademy.com,LX Z:IN 인테리어 아카데미 신규양성과정이란?,2024. 3. 5.,https://www.lxzinacademy.com/home/consortiumInfo/introduce05.do
2개월 교육과정,sinsagoacademy.com,[범어원] 중1 대상 중등심화문제풀이반 안내,2024. 4. 19.,http://sinsagoacademy.com/commu/commu1?mode=view&bbs_id=commu1&bbs_seq=299
2개월 교육과정,서울특별시교육청,귀국자 편입학 시행계획,2024. 3. 1.,https://www.sen.go.kr/resources/www/data/intoschool_7_02.pdf
2개월 교육과정,근로복지공단 인재개발원,직무교육 | 교육과정,2024. 3. 5.,https://hrdcenter.comwel.or.kr/educur/eduwork/eduwork.jsp
2개월 교육과정,병무청 공개/개방,2023년 교육훈련 계획,2024. 1. 9.,https://open.mma.go.kr/caisGGGS/board/boardFileDown.do;jsessionid=v5-5S0zSlu4PVCBYCHoLwsUB3mgVF9lc_rQ0uAcsbiHFJbZQ-XXN!-2061956524!397773339?gesipan_id=61&gsgeul_no=1510885&ilryeon_no=1
2개월 교육과정,요즘것들,[직무교육지원] 글로컬 스포비즈 아카데미 2기 교육생 모집,2024. 2. 4.,https://www.allforyoung.com/posts/42929
2개월 교육과정,전북대학교,독토리,2024. 7. 23.,https://top.jbnu.ac.kr/iei/31352/subview.do
2개월 교육과정,이든에듀,한번에 끝내는 보육활동 가이드,2024. 7. 10.,https://www.eden-edu.com/class/course_detail.html?cate_no=&cate_no2=&p=1&keyfield=&keyword=&no=418
2개월 교육과정,경상남도교육청,2024학년도 방과후학교 실행 계획(안),2024. 4. 2.,https://www.gne.go.kr/upload_data/board_data/BBS_0000429/171204001037182.pdf
2개월 교육과정,이지스터디원격평생교육원,사업주 직업능력개발훈련 지원금 변경 안내,2024. 6. 25.,http://hrdvision.kr/rtSub02/index0207.html
2개월 교육과정,한국플로어타임센터,센터 프로그램,2024. 7. 19.,https://floortimekorea.com/on-site/
2개월 교육과정,조선일보,“6개월 교육받고 '직업상담사 1급' 자격 취득 하세요” - Life ...,2024. 6. 27.,https://lifenlearning.chosun.com/pan/site/data/html_dir/2024/06/27/2024062701440.html
2개월 교육과정,서울특별시,취업에 강한 디지털교육…청년취업사관학교 교육생 모집 ...,2024. 3. 12.,https://www.seoul.go.kr/seoul/mediahub_view.do?articleNo=2010530
2개월 교육과정,개인정보 포털,온라인 교육 수강,2024. 4. 22.,https://www.privacy.go.kr/front/contents/cntntsView.do?contsNo=107
2개월 교육과정,키드키즈,[보육교직원 특별직무교육] 영아보육 - 평생교육원,2024. 1. 14.,https://edu.kidkids.net/9000/9000.php?smode=view&subject_idx=386
2개월 교육과정,snukdt.com,제 9기(2024.06.26~2025.01.23) 빅데이터 핀테크 AI 고급 ...,2024. 5. 17.,https://www.snukdt.com/notice/notice.php?ptype=view&idx=79&page=1&code=notice
2개월 교육과정,krit.or.kr,교육과정 - 고려IT직업전문학교,2024. 2. 8.,http://www.krit.or.kr/%EA%B5%90%EC%9C%A1%EA%B3%BC%EC%A0%95/
2개월 교육과정,한양대학교,SW전공교육,2024. 3. 1.,https://computer.hanyang.ac.kr/major/internship.php
2개월 교육과정,대구캐드학원,솔리드웍스 기본과정,2024. 2. 2.,https://dgcad.co.kr/content/SolidWorks_basic
2개월 교육과정,주니어북살롱,2024 자신감유치원 2기(7세/3개월 과정),2024. 2. 22.,https://junior.booksalon.co.kr/prod/?act=rviewclass&index_no=317
2개월 교육과정,광주일등뉴스,"공군제1전투비행단, 23-2차 고등비행교육과정 수료식 거행... ...",2024. 5. 14.,https://www.igj.co.kr/news/articleView.html?idxno=209754
2개월 교육과정,Facebook,전공자를 위한 타투 맞춤 심화 미술 - 비기너 타투이스트 ...,2024. 5. 27.,https://m.facebook.com/%EB%82%A0%EC%8C%A4%20%EB%8B%A4%EC%9D%B4%EC%96%B4%EB%A6%AC%20%E2%80%A2%20%ED%83%80%ED%88%AC%EA%B5%90%EC%9C%A1%EC%A0%95%EB%B3%B4%20%ED%83%80%ED%88%AC%ED%95%99%EC%9B%90%EC%9D%BC%EC%83%81/videos/810902860638876/
2개월 교육과정,한국전파진흥협회,[공지] 카카오 부트캠프 1기 교육과정 안내 - RAPA DX캠퍼스,2024. 6. 17.,https://edu.rapa.or.kr/camp_board/2145
2개월 교육과정,pkit.kr,K-Digital Training: 웹/앱 엔지니어링 데브코스 [2기],2024. 5. 3.,https://pkit.kr/edudetail?id=101182
2개월 교육과정,서울교육 – 웹진,인공지능의 발달과 교육의 변화,2024. 6. 17.,https://webzine-serii.re.kr/%EC%9D%B8%EA%B3%B5%EC%A7%80%EB%8A%A5%EC%9D%98-%EB%B0%9C%EB%8B%AC%EA%B3%BC-%EA%B5%90%EC%9C%A1%EC%9D%98-%EB%B3%80%ED%99%94/
2개월 교육과정,codeit.com,[코드잇 스프린트] 데이터 분석가 부트캠프 강사,2024. 4. 12.,https://recruit.codeit.com/job_posting/wLW68MhJ
2개월 교육과정,www.kicte.or.kr,집체 교육과정,2024. 1. 15.,https://www.kicte.or.kr/portal/common/01/31/courseListAction.do
2개월 교육과정,은평여성인력개발센터,전체 교육과정 - 은평여성인력개발센터 - 서울우먼업,2024. 7. 14.,https://ep.seoulwomanup.or.kr/ep/edu/selectEduProgram.do?sch_class_code=C100143681&returnUrl=%2Fep%2Fedu%2FselectPageListEduProgram.do&edust=&sch_course_code=&sch_domain_code=&sch_group_code=&sch_edust=&sch_edu_fee=&sch_dayofweek=&sch_time_from=&sch_time_to=&sch_lecturer=&sch_class_name=%EC%9E%90%EB%B0%94&currentPage=1
2개월 교육과정,교육공동체 벗,[리뷰] 버티게 해 주는 '생존 경제교육'을 위하여 (한승민),2024. 1. 25.,https://communebut.com/Article/?idx=17757259&bmode=view
2개월 교육과정,티스토리,[취업일기] 국비교육.. 4개월차에 쓰는 장단점,2024. 3. 5.,https://subinjunpark.tistory.com/entry/%EC%B7%A8%EC%97%85%EC%9D%BC%EA%B8%B0-%EA%B5%AD%EB%B9%84%EA%B5%90%EC%9C%A1-4%EA%B0%9C%EC%9B%94%EC%B0%A8%EC%97%90-%EC%93%B0%EB%8A%94-%EC%9E%A5%EB%8B%A8%EC%A0%90
2개월 교육과정,티스토리,교육과정의 결정과 운영 - 예비교사의 임용공부 일기,2024. 5. 3.,https://boil-able.tistory.com/m/96
2개월 교육과정,브런치스토리,3개월 강아지의 가정교육,2024. 3. 18.,https://brunch.co.kr/@skorm/54
2개월 교육과정,고양시 육아종합지원센터,[덕양구] 2024년 6월 보조금 신청 안내,2024. 6. 3.,https://www.echild.or.kr/board/view.asp?sn=11513&BoardID=0006
2개월 교육과정,mohw.go.kr,「전공의의 연차별 수련교과과정」 고시 일부개정안 - 보건복지부,2024. 2. 14.,https://www.mohw.go.kr/boardDownload.es?bid=0026&list_no=1480278&seq=4
2개월 교육과정,영진전문대학교,일학습병행제 - P-TECH사업,2024. 4. 7.,https://yjlearning.yju.ac.kr/sub.php?Page1=2
2개월 교육과정,티스토리,구름톤 트레이닝 - 구름 국비 지원 교육 과정 후기 (정보보안 ...,2024. 1. 25.,https://silver-liq9118.tistory.com/entry/%EA%B5%AC%EB%A6%84%ED%86%A4-%ED%8A%B8%EB%A0%88%EC%9D%B4%EB%8B%9D-%EA%B5%AC%EB%A6%84-%EA%B5%AD%EB%B9%84-%EC%A7%80%EC%9B%90-%EA%B5%90%EC%9C%A1-%EA%B3%BC%EC%A0%95-%ED%9B%84%EA%B8%B0-%EC%A0%95%EB%B3%B4%EB%B3%B4%EC%95%88-%EC%A0%84%EB%AC%B8%EA%B0%80-%EC%96%91%EC%84%B1-%EA%B3%BC%EC%A0%95-1%ED%9A%8C%EC%B0%A8
2개월 교육과정,고용노동부,국민내일배움카드의 지원대상이,2024. 1. 1.,https://www.moel.go.kr/local/pohang/common/downloadFile.do?file_seq=20240101010&bbs_seq=20240100677&bbs_id=LOCAL1
2개월 교육과정,국가법령정보센터,임상시험 종사자별 교육과정 및 연간이수시간,2024. 1. 2.,https://www.law.go.kr/LSW/flDownload.do?flSeq=63776827
2개월 교육과정,춘천직업전문학교,춘천직업전문학교,2024. 7. 2.,http://www.joball.kr/course/cri_view.do?idx=733
2개월 교육과정,점핑하이,Basic 2급 강사교육과정 102기,2024. 2. 1.,https://jumping-high.com/class_basic/?idx=1
2개월 교육과정,티스토리,[후기] 멀티캠퍼스 국비지원교육 (2020.12.28~2021.02.19),2024. 7. 23.,https://straw961030.tistory.com/63
2개월 교육과정,Facebook,[밸류철거아카데미]교육받은지 2개월만에 큰 성장을 이뤄낸 ...,2024. 3. 28.,https://m.facebook.com/100091801067064/videos/2024-march-%EB%B0%B8%EB%A5%98%EC%B2%A0%EA%B1%B0%EC%95%84%EC%B9%B4%EB%8D%B0%EB%AF%B8%EA%B5%90%EC%9C%A1%EB%B0%9B%EC%9D%80%EC%A7%80-2%EA%B0%9C%EC%9B%94%EB%A7%8C%EC%97%90-%ED%81%B0-%EC%84%B1%EC%9E%A5%EC%9D%84-%EC%9D%B4%EB%A4%84%EB%82%B8-%EC%95%88%EC%88%98%EC%B2%A0-%EA%B5%90%EC%9C%A1%EC%83%9D%EB%8B%98%ED%95%9C%EB%8B%AC%EB%82%A8%EC%9D%80-%EA%B5%90%EC%9C%A1%EA%B8%B0%EA%B0%84%EC%9D%80-%EA%B2%BD%EC%98%81%EC%9E%90-%EA%B3%BC%EC%A0%95%EC%9E%85%EB%8B%88%EB%8B%A4%EC%B2%A0%EA%B1%B0-%EB%A6%B4%EC%8A%A4/2851532881664182/
2개월 교육과정,KIAT 한국산업기술진흥원,2024년 한미 첨단분야 청년교류 지원사업 장학생 선발공고,2024. 1. 31.,https://kiat.or.kr/front/board/boardContentsView.do?board_id=90&contents_id=4300cc3f9eed4c8d875516fd36d2be47&MenuId=
2개월 교육과정,점핑하이,Basic 2급 강사교육과정 102기,2024. 2. 1.,https://jumping-high.com/class_basic/?idx=1
2개월 교육과정,KIAT 한국산업기술진흥원,2024년 한미 첨단분야 청년교류 지원사업 장학생 선발공고,2024. 1. 31.,https://kiat.or.kr/front/board/boardContentsView.do?board_id=90&contents_id=4300cc3f9eed4c8d875516fd36d2be47&MenuId=
2개월 교육과정,교육공동체 벗,[기획] 특수와 일반의 이분법을 넘어 포용교육으로 (김헌용),2024. 1. 25.,https://communebut.com/Article/?idx=17755614&bmode=view
2개월 교육과정,KDI 경제정보센터,경제정책자료,2024. 5. 24.,https://eiec.kdi.re.kr/policy/materialList.do
2개월 교육과정,Facebook,레벨2 교육과정 무이자 할부이벤트🧡 다가오는 3월 16-17일...,2024. 3. 28.,https://www.facebook.com/story.php/?story_fbid=826768252824854&id=100064750603871
2개월 교육과정,Instagram,뷰티랩아카데미 🌼국비교육과정 대모집🌼 3월 개강 ...,2024. 2. 28.,https://www.instagram.com/beautylabacademy_official/p/C36bL7GSqk2/
2개월 교육과정,Facebook,[밸류철거아카데미]교육받은지 2개월만에 큰 성장을 이뤄낸 ...,2024. 3. 28.,https://m.facebook.com/100091801067064/videos/2024-march-%EB%B0%B8%EB%A5%98%EC%B2%A0%EA%B1%B0%EC%95%84%EC%B9%B4%EB%8D%B0%EB%AF%B8%EA%B5%90%EC%9C%A1%EB%B0%9B%EC%9D%80%EC%A7%80-2%EA%B0%9C%EC%9B%94%EB%A7%8C%EC%97%90-%ED%81%B0-%EC%84%B1%EC%9E%A5%EC%9D%84-%EC%9D%B4%EB%A4%84%EB%82%B8-%EC%95%88%EC%88%98%EC%B2%A0-%EA%B5%90%EC%9C%A1%EC%83%9D%EB%8B%98%ED%95%9C%EB%8B%AC%EB%82%A8%EC%9D%80-%EA%B5%90%EC%9C%A1%EA%B8%B0%EA%B0%84%EC%9D%80-%EA%B2%BD%EC%98%81%EC%9E%90-%EA%B3%BC%EC%A0%95%EC%9E%85%EB%8B%88%EB%8B%A4%EC%B2%A0%EA%B1%B0-%EB%A6%B4%EC%8A%A4/2851532881664182/
2개월 교육과정,성균관대학교 전용 카피킬러캠퍼스,성균관대학교 전용 카피킬러캠퍼스,2024. 5. 13.,https://skku.copykiller.com/
2개월 교육과정,생명보험협회,생명보험협회,2024. 3. 1.,https://www.klia.or.kr/
2개월 교육과정,현대해상,현대해상,2024. 7. 15.,https://www.hi.co.kr/
2개월 교육과정,부산광역시체육회,부산광역시체육회,2024. 3. 27.,http://www.sports.busan.kr/
2개월 교육과정,켄싱턴호텔앤리조트,켄싱턴호텔앤리조트,2024. 7. 25.,https://www.kensington.co.kr/
2개월 교육과정,신한카드,신한카드 SOL트래블 체크,2024. 1. 19.,https://www.shinhancard.com/pconts/html/card/apply/check/1225714_2206.html
2개월 교육과정,남양주시청,고시/공고 - 남양주소식,2024. 1. 1.,https://www.nyj.go.kr/www/selectEminwonWebView.do?key=2492&sa1=01&sa1=02&sa1=04&sa1=05&pk=76552
2개월 교육과정,켄싱턴호텔앤리조트,켄싱턴호텔앤리조트,2024. 7. 25.,https://www.kensington.co.kr/
2개월 교육과정,신한카드,신한카드 SOL트래블 체크,2024. 1. 19.,https://www.shinhancard.com/pconts/html/card/apply/check/1225714_2206.html
2개월 교육과정,남양주시청,고시/공고 - 남양주소식,2024. 1. 1.,https://www.nyj.go.kr/www/selectEminwonWebView.do?key=2492&sa1=01&sa1=02&sa1=04&sa1=05&pk=76552
2개월 교육과정,기획재정부,함께해요 경제정책방향,2024. 3. 2.,https://www.moef.go.kr/together.do
2개월 교육과정,한국인터넷정보센터,동향정보 > 상세,2024. 4. 5.,https://krnic.or.kr/jsp/infoboard/trendView.jsp?bNo=203&dNo=204723159
2개월 교육과정,MKYU,MKYU,2024. 4. 1.,https://www.mkyu.co.kr/main/index.jsp
2개월 교육과정,인프런,우아한형제들 최연소 기술이사 출신 김영한의 스프링 완전 정복,2024. 7. 16.,https://www.inflearn.com/roadmaps/373?srsltid=AfmBOopMbH4AGvAoX_6_wTDcdp6rjQ-3pcVq3njrXPiVTfAHDiifT2-X
2개월 교육과정,유니포스트,로그인,2024. 6. 25.,https://unipost.co.kr/portal/login/portal-login
2개월 교육과정,서울과학종합대학원대학교,AI·융합전공 박사과정 입학안내,2024. 1. 28.,https://intro.assist.ac.kr/news/articleView.html?idxno=826
2개월 교육과정,PUBG Support,도움이 필요하신가요? - PUBG Support,2024. 7. 10.,https://support.pubg.com/hc/ko
2개월 교육과정,KSNET KSTA,KSNET KSTA: 로그인,2024. 5. 1.,https://ksta.ksnet.co.kr/
2개월 교육과정,Activision Support,Activision 계정 관리,2024. 7. 24.,https://support.activision.com/ko/articles/managing-your-activision-profile
2개월 교육과정,LH청약플러스,1 - LH청약플러스,2024. 1. 1.,https://apply.lh.or.kr/lhapply/lhFile.do?fileid=59113137
2개월 교육과정,시원스쿨 기초영어,기적의 100일 챌린지,2024. 1. 19.,https://m.siwonschool.com/?s=event&m=100days_challenge
2개월 교육과정,1oneteam.com,"원팀커넥트, 대기업HR노무사가 직접 운영하는 페이롤&HR ...",2024. 6. 30.,https://www.1oneteam.com/
2개월 교육과정,내일배움캠프,압도적인 취업률 83.1% 국비 교육의 판도를 바꿉니다,2024. 2. 7.,https://nbcamp.spartacodingclub.kr/backend
2개월 교육과정,남양주시청,고시/공고 - 남양주소식,2024. 1. 1.,https://www.nyj.go.kr/www/selectEminwonWebView.do?key=2492&sa1=01&sa1=02&sa1=04&sa1=05&pk=76615
2개월 교육과정,세무잡,인성에스비엠(주) - 경리 및 사무 구인,2024. 5. 1.,https://www.semoojob.co.kr/jobs/recruit_view.asp?id=14382
